Student_ID,Gender,Age,Department,Attendance_%,Study_Hours_per_Week,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Backlogs,Internship,Scholarship,Sports_Activity,Extra_Curricular,Placement_Status
2662,Female,19,Mathematics,93.68,20,87.43,67.73,83.3,95.8,85.22,83.28,86.76,D,2,Yes,No,Yes,Yes,Placed
2663,Female,22,Business,71.61,17,52.86,91.3,67.47,59.17,50.61,51.15,95.26,D,1,Yes,No,No,No,Not Placed
2664,Male,19,Engineering,70.64,40,60.64,67.9,65.22,58.68,98.28,72.78,40.03,B,3,Yes,Yes,Yes,Yes,Not Placed
2665,Female,18,Engineering,88.21,40,92.47,79.65,82.17,73.98,11.75,66.68,77.67,C,1,No,Yes,Yes,No,Placed
2666,Male,19,Mathematics,79.13,27,43.01,41.45,71.63,54.61,41.25,81.38,40.42,F,3,No,Yes,No,Yes,Placed
2667,Female,24,Mathematics,53.55,18,70.74,54.99,89.94,94.73,33.19,77.79,87.24,B,0,Yes,No,Yes,No,Not Placed
2668,Female,24,Engineering,94.61,36,68.9,66.18,88.02,55.01,51.61,82.54,48.98,D,2,No,Yes,Yes,Yes,Not Placed
2669,Male,21,Mathematics,51.54,7,85.07,77.84,65.61,80.83,63.34,82.69,93.68,A,2,No,No,No,Yes,Placed
2670,Male,20,Engineering,87.42,31,56.91,50.29,85.14,66.99,66.16,62.74,49.31,F,0,Yes,Yes,No,No,Not Placed
2671,Male,19,Business,87.94,23,53.14,85.87,74.73,90.21,0.13,62.32,85.86,B,2,Yes,No,Yes,Yes,Not Placed
2672,Female,23,CS,97.66,26,95.57,61.86,66.16,79.49,8.9,68.51,57.36,C,1,Yes,Yes,Yes,Yes,Not Placed
2673,Female,24,Mathematics,52.71,5,74.3,89.05,70.65,69.42,3.51,62.1,73.44,A,1,Yes,Yes,Yes,No,Not Placed
2674,Male,20,CS,79.84,9,46.28,45.88,94.77,99.19,86.46,84.14,76.51,B,3,Yes,Yes,Yes,Yes,Placed
2675,Male,18,Engineering,71.39,37,51.58,80.79,67.98,53.31,31.33,80.14,52.41,F,2,Yes,Yes,Yes,Yes,Placed
2676,Male,22,Engineering,66.53,23,99.93,57.6,64.37,78.89,36.71,60.82,57.92,A,2,Yes,Yes,Yes,No,Placed
2677,Male,22,Engineering,54.52,40,51.74,87.72,67.59,99.48,45.04,94.21,46.45,B,2,Yes,Yes,No,Yes,Placed
2678,Female,24,CS,78.13,10,76.63,64.13,60.73,84.55,84.93,73.03,40.32,B,0,Yes,No,Yes,No,Not Placed
2679,Male,20,Engineering,73.95,19,65.21,79.92,77.23,86.99,1.42,56.35,54.37,F,3,Yes,No,Yes,Yes,Not Placed
2680,Male,24,Mathematics,55.23,40,93.14,96.06,57.37,51.6,11.86,60.65,70.96,C,2,No,Yes,Yes,No,Not Placed
2681,Male,22,Business,80.62,37,85.31,41.24,90.87,51.07,68.52,76.99,82.82,A,2,Yes,No,No,Yes,Placed
2682,Male,19,Business,86.9,28,75.82,40.67,61.28,51.81,96.39,66.92,87.61,B,1,No,Yes,Yes,Yes,Placed
2683,Female,20,Mathematics,88.36,31,40.64,86.22,79.9,99.59,64.28,92.56,44.19,F,0,Yes,Yes,Yes,No,Not Placed
2684,Male,21,Business,95.27,15,92.79,78.78,56.25,98.98,26.11,74.74,56.34,B,2,No,Yes,Yes,Yes,Placed
2685,Female,19,CS,70.47,27,66.68,57.58,98.92,66.73,51.99,95.76,86.21,F,2,No,Yes,Yes,Yes,Placed
2686,Male,19,Engineering,97.65,37,95.89,69.66,72.73,64.55,97.5,55.09,68.85,F,0,No,No,Yes,No,Not Placed
2687,Male,19,Engineering,93.27,33,69.73,42.52,91.11,57.3,52.81,83.43,50.93,B,1,Yes,Yes,No,No,Not Placed
2688,Female,21,Engineering,64.83,35,81.65,51.55,88.43,66.46,37.35,94.29,63.53,F,0,Yes,Yes,Yes,No,Not Placed
2689,Male,18,CS,57.96,5,44.16,65.47,85.68,68.51,38.34,64.65,56.2,A,3,Yes,Yes,Yes,Yes,Not Placed
2690,Female,23,CS,71.77,38,84.71,90.04,91.37,87.41,96.7,56.78,43.04,F,1,No,No,Yes,Yes,Placed
2691,Female,24,CS,70.09,22,60.28,68.78,55.02,93.31,71.89,72.83,85.82,C,2,Yes,Yes,No,No,Placed
2692,Male,22,Mathematics,78.79,22,61.08,75.18,83.92,87.34,68.72,98.07,57.5,C,2,Yes,No,No,Yes,Not Placed
2693,Female,24,CS,79.17,10,47.12,92.43,63.29,82.32,23.21,81.67,96.71,F,3,No,No,No,No,Not Placed
2694,Female,20,Business,87.5,44,48.81,58.53,89.29,88.3,55.95,82.2,93.29,A,0,No,Yes,Yes,No,Not Placed
2695,Female,18,Mathematics,75.49,5,51.15,82.04,97.84,86.92,35.67,83.58,82.98,D,2,Yes,No,Yes,No,Not Placed
2696,Female,20,Mathematics,55.24,34,59.69,91.7,95.07,73.79,24.02,51.99,59.6,D,0,Yes,Yes,No,Yes,Not Placed
2697,Female,24,Mathematics,92.91,8,93.52,52.16,55.75,66.79,89.56,72.28,56.8,A,0,No,Yes,No,Yes,Not Placed
2698,Female,22,CS,65.49,36,62.1,61.39,68.48,64.14,38.32,53.88,68.52,C,0,Yes,Yes,Yes,Yes,Placed
2699,Female,21,Mathematics,98.56,14,83.46,98.79,68.22,83.97,28.28,65.79,61.28,F,2,Yes,Yes,No,No,Placed
2700,Female,24,CS,55.89,9,44.96,98.99,56.11,97.97,93.17,91.08,94.07,B,1,No,No,Yes,Yes,Placed
2701,Male,19,CS,97.91,13,75.47,53.39,54.91,79.05,19.73,82.81,47.41,F,2,No,No,Yes,Yes,Not Placed
2702,Male,24,Mathematics,54.55,9,68.91,43.99,69.24,95.63,74.55,99.78,83.47,F,1,Yes,No,Yes,No,Not Placed
2703,Female,19,Engineering,61.55,15,98.68,56.26,99.6,50.71,65.27,58.61,76.65,D,1,Yes,Yes,Yes,Yes,Placed
2704,Male,21,Engineering,52.33,39,90.77,63.86,78.45,89.72,92.05,69.85,88.38,F,1,No,Yes,Yes,No,Not Placed
2705,Female,24,Mathematics,85.26,31,67.29,66.46,81.09,92.68,83.2,90.48,72.55,D,2,No,No,Yes,No,Placed
2706,Female,18,Engineering,92.51,8,86.51,77.13,73.55,81.55,70.53,60.78,77.77,B,3,Yes,Yes,No,No,Placed
2707,Male,18,Business,71.7,14,51.58,93.97,83.12,96.7,31.46,57.69,97.76,F,3,Yes,No,No,Yes,Placed
2708,Female,20,Business,96.43,43,73.74,59.82,97.83,79.5,49.56,71.38,45.52,A,1,No,Yes,No,Yes,Placed
2709,Female,21,CS,79.51,37,44.48,91.0,79.43,62.03,94.45,69.19,46.29,F,2,Yes,No,Yes,No,Placed
2710,Female,18,Engineering,81.5,42,60.89,45.61,53.25,60.79,2.32,99.01,63.62,A,3,No,Yes,No,No,Placed
2711,Female,24,Business,92.27,12,53.55,42.51,74.64,77.79,79.43,72.81,68.36,D,3,Yes,No,No,No,Placed
2712,Male,21,Mathematics,64.84,28,83.13,70.24,99.64,95.32,25.18,93.05,51.99,F,2,No,Yes,Yes,Yes,Not Placed
2713,Female,22,Engineering,67.71,43,69.41,43.58,69.37,53.62,18.5,94.4,44.96,D,0,No,No,No,Yes,Placed
2714,Female,19,Business,95.3,37,85.06,63.55,79.69,80.22,23.22,57.89,41.33,A,3,No,Yes,No,Yes,Not Placed
2715,Female,24,Business,95.05,23,70.92,93.81,55.33,88.49,5.98,85.77,85.88,D,3,No,Yes,Yes,Yes,Placed
2716,Male,19,Mathematics,98.82,6,45.19,54.49,57.06,55.77,99.2,63.88,69.1,C,2,No,Yes,Yes,No,Not Placed
2717,Female,19,CS,95.09,15,84.12,82.36,93.73,55.84,86.99,54.74,90.6,A,2,No,No,No,No,Not Placed
2718,Male,21,Mathematics,56.37,39,89.99,58.14,65.02,68.31,52.11,93.74,61.65,D,2,Yes,Yes,Yes,No,Not Placed
2719,Male,21,CS,91.19,21,94.21,42.7,65.27,63.69,71.51,64.62,82.21,F,3,No,Yes,Yes,No,Not Placed
2720,Female,20,Business,70.49,7,74.32,73.4,69.36,59.92,55.66,67.27,69.31,D,2,Yes,No,No,Yes,Placed
2721,Female,19,CS,99.54,26,85.22,90.09,98.32,59.93,81.16,66.2,76.72,B,1,Yes,No,Yes,No,Placed
2722,Male,20,Business,73.61,39,85.12,64.57,54.22,56.53,84.48,60.01,62.21,A,1,No,Yes,Yes,Yes,Placed
2723,Female,19,Business,77.69,25,49.34,77.04,90.94,80.54,23.28,71.73,44.87,D,2,No,No,No,Yes,Not Placed
2724,Male,20,Engineering,76.49,29,49.85,94.0,67.08,84.41,45.97,71.41,96.84,C,3,Yes,No,No,No,Not Placed
2725,Male,20,CS,66.09,43,44.25,87.38,92.47,85.15,63.48,70.44,90.17,B,3,No,Yes,No,Yes,Not Placed
2726,Female,22,CS,53.75,6,59.19,51.63,99.59,76.62,97.84,95.81,58.71,A,3,No,Yes,Yes,No,Placed
2727,Female,20,CS,94.78,5,68.41,84.0,67.43,97.65,68.27,66.99,97.52,B,2,Yes,Yes,Yes,Yes,Placed
2728,Male,21,Mathematics,90.13,11,99.87,70.11,56.47,94.03,89.76,51.52,58.03,F,0,No,Yes,No,No,Not Placed
2729,Male,20,Engineering,56.98,24,65.86,84.76,57.22,97.88,84.61,58.92,66.58,C,1,No,No,No,No,Placed
2730,Male,19,Engineering,88.84,10,83.57,69.67,87.94,69.44,58.21,86.07,85.31,F,2,No,Yes,No,Yes,Placed
2731,Male,20,Engineering,81.29,40,81.6,47.68,57.25,93.89,89.37,79.54,58.54,D,0,No,No,Yes,No,Not Placed
2732,Female,18,Mathematics,70.46,25,52.27,74.19,63.02,88.14,37.74,97.59,59.47,B,0,No,No,No,Yes,Placed
2733,Female,23,CS,62.7,39,43.51,69.53,60.22,67.0,37.93,84.72,64.6,F,2,Yes,No,No,No,Placed
2734,Female,19,CS,92.99,40,72.76,71.08,67.78,55.33,78.1,59.71,68.1,D,0,No,Yes,Yes,Yes,Placed
2735,Female,18,CS,85.01,12,82.02,92.73,53.72,84.13,13.45,56.03,47.42,C,0,Yes,No,Yes,No,Placed
2736,Female,19,Engineering,77.39,8,99.9,93.69,92.84,56.82,30.58,76.04,41.05,F,0,No,Yes,No,Yes,Placed
2737,Male,21,Engineering,80.48,20,61.52,67.21,93.01,64.69,60.86,83.26,95.15,B,1,Yes,Yes,Yes,Yes,Placed
2738,Female,23,Business,54.55,7,93.78,67.34,70.65,75.02,42.01,58.28,61.19,F,0,No,No,No,No,Placed
2739,Female,23,Mathematics,73.7,11,62.92,70.91,80.6,83.99,94.07,80.08,46.1,C,0,No,Yes,No,Yes,Placed
2740,Female,21,Mathematics,59.69,6,81.36,71.18,82.1,96.31,95.85,93.25,85.55,D,2,No,No,Yes,No,Placed
2741,Female,23,Engineering,60.42,5,75.9,97.02,87.46,79.66,50.26,86.38,57.7,F,2,No,Yes,Yes,No,Not Placed
2742,Female,21,Business,83.07,5,43.18,78.96,76.03,83.57,53.91,83.21,50.9,F,1,Yes,Yes,No,Yes,Placed
2743,Male,18,CS,95.56,42,44.7,56.65,75.52,65.5,72.46,89.47,97.76,A,2,Yes,No,Yes,No,Placed
2744,Male,22,Engineering,70.19,11,41.25,71.89,81.57,84.36,45.73,55.2,95.23,D,1,No,No,Yes,Yes,Not Placed
2745,Male,19,Mathematics,60.39,28,62.25,77.63,85.15,71.89,19.01,60.19,46.34,A,0,Yes,Yes,No,No,Not Placed
2746,Female,21,Mathematics,82.44,9,84.75,78.39,67.33,92.85,74.7,51.9,93.96,A,0,Yes,No,Yes,Yes,Not Placed
2747,Male,19,Mathematics,93.56,25,50.37,75.12,66.52,69.62,73.78,57.25,93.45,C,0,Yes,No,Yes,Yes,Placed
2748,Male,18,CS,87.42,32,76.35,50.66,63.49,73.41,24.5,95.66,78.06,C,2,Yes,Yes,No,No,Placed
2749,Female,22,Mathematics,93.44,22,57.33,42.02,77.44,71.63,83.29,61.11,71.78,B,1,Yes,Yes,No,Yes,Placed
2750,Female,18,CS,76.83,28,87.82,60.27,68.01,90.56,61.36,83.1,53.05,D,2,Yes,No,Yes,Yes,Placed
2751,Female,23,CS,87.59,36,87.9,65.65,77.02,97.68,23.63,84.58,47.28,D,2,Yes,Yes,Yes,No,Placed
2752,Male,19,CS,57.0,37,86.52,43.71,70.3,66.36,65.2,82.27,76.38,C,1,No,Yes,No,Yes,Placed
2753,Male,24,Engineering,67.41,14,71.49,88.9,91.84,73.75,23.36,77.7,89.32,C,1,No,Yes,No,No,Not Placed
2754,Female,22,CS,69.48,13,57.07,60.64,53.66,85.3,26.52,74.31,81.32,A,3,Yes,Yes,Yes,Yes,Placed
2755,Female,23,Business,75.56,37,88.57,94.82,78.61,94.77,84.8,71.0,50.85,C,3,Yes,No,No,No,Placed
2756,Male,22,Mathematics,96.45,37,51.17,49.26,78.78,74.69,92.95,95.84,57.4,F,3,Yes,No,Yes,Yes,Placed
2757,Male,23,Engineering,93.71,11,57.39,43.42,69.19,55.44,25.69,50.48,72.79,D,1,No,No,No,No,Placed
2758,Female,18,Mathematics,56.73,8,51.04,68.94,71.05,68.43,92.81,52.67,77.5,B,0,Yes,No,No,No,Not Placed
2759,Female,21,CS,58.64,32,80.45,51.35,90.01,77.52,23.88,74.63,44.34,A,2,No,Yes,Yes,No,Placed
2760,Male,19,Engineering,67.88,27,81.17,96.24,64.03,70.88,11.73,66.53,76.84,F,2,No,Yes,Yes,Yes,Not Placed
2761,Female,20,Business,64.54,36,79.15,40.62,93.57,59.33,5.82,70.41,84.18,C,3,Yes,Yes,No,Yes,Not Placed
2762,Male,20,CS,80.74,20,64.94,64.76,94.82,51.85,24.21,99.89,50.88,B,0,Yes,Yes,Yes,Yes,Not Placed
2763,Male,18,Mathematics,95.14,14,46.01,95.6,82.53,84.37,38.52,88.76,54.77,C,1,No,No,Yes,No,Not Placed
2764,Male,19,Business,98.11,18,94.67,63.07,88.64,99.64,92.75,93.87,55.53,F,2,No,Yes,Yes,Yes,Not Placed
2765,Male,19,CS,82.68,43,70.46,45.59,80.65,95.96,24.22,68.43,96.39,B,0,No,No,Yes,No,Not Placed
2766,Female,18,Business,91.91,40,64.42,58.17,76.26,84.16,36.55,61.98,64.42,C,2,Yes,No,Yes,Yes,Not Placed
2767,Female,19,CS,76.26,38,75.33,69.88,98.33,92.08,73.42,88.4,71.83,F,2,Yes,Yes,No,Yes,Placed
2768,Male,21,Engineering,60.42,28,51.57,51.11,64.13,62.79,30.21,90.38,83.46,F,2,No,Yes,Yes,Yes,Placed
2769,Male,18,CS,76.23,22,47.95,67.99,57.71,81.12,68.44,77.49,62.29,B,1,Yes,Yes,Yes,No,Not Placed
2770,Male,21,Engineering,77.75,20,64.33,90.18,64.37,53.03,43.21,94.8,46.33,F,1,No,Yes,Yes,Yes,Not Placed
2771,Male,19,CS,87.12,41,53.63,92.36,80.73,85.36,19.64,98.37,79.26,C,2,No,Yes,Yes,Yes,Not Placed
2772,Male,18,CS,60.99,29,54.66,42.96,59.26,98.49,73.41,73.55,80.04,B,1,No,Yes,Yes,Yes,Placed
2773,Female,19,Mathematics,68.42,12,93.55,49.65,95.44,93.04,2.7,61.13,55.63,A,0,Yes,No,Yes,Yes,Not Placed
2774,Female,18,Business,68.2,28,71.85,56.52,70.55,76.72,29.23,75.86,42.11,F,0,No,Yes,Yes,Yes,Not Placed
2775,Female,19,Business,97.97,24,69.01,75.69,92.5,89.44,35.62,99.48,79.92,C,2,No,No,No,No,Not Placed
2776,Female,21,Business,72.2,34,81.37,61.66,62.46,97.19,45.82,64.65,82.21,B,3,Yes,No,Yes,Yes,Not Placed
2777,Male,24,CS,87.75,24,97.09,90.64,65.66,60.8,67.99,80.88,41.56,A,0,No,No,No,No,Placed
2778,Male,21,CS,87.54,22,46.73,83.0,52.96,89.66,45.94,84.7,81.59,A,1,No,No,Yes,No,Placed
2779,Male,19,CS,63.28,8,90.01,46.03,62.89,63.49,59.43,60.7,96.34,D,1,No,No,Yes,No,Not Placed
2780,Male,18,Engineering,78.59,40,75.04,77.47,74.52,93.85,59.58,79.42,50.73,D,0,No,Yes,Yes,No,Placed
2781,Male,20,Engineering,94.72,10,48.77,46.78,97.31,54.92,37.33,65.73,71.28,B,3,No,Yes,Yes,Yes,Placed
2782,Female,21,Mathematics,73.76,7,57.83,55.3,69.45,58.91,93.4,92.71,81.81,F,2,No,Yes,Yes,Yes,Not Placed
2783,Male,21,CS,97.26,22,68.94,50.67,81.99,86.03,95.59,85.74,53.8,C,0,No,No,Yes,No,Not Placed
2784,Female,23,Business,60.72,44,81.47,50.38,71.39,58.74,58.19,91.31,85.09,F,1,No,No,Yes,No,Not Placed
2785,Female,20,Business,53.71,22,54.56,76.98,52.34,57.9,7.17,59.98,92.09,C,3,No,No,Yes,Yes,Not Placed
2786,Female,19,Mathematics,94.57,27,72.09,73.82,75.18,77.77,49.11,51.73,88.87,C,2,Yes,Yes,No,No,Not Placed
2787,Female,24,Business,92.38,39,81.08,50.56,53.3,91.75,18.44,92.53,55.53,D,1,Yes,Yes,Yes,No,Not Placed
2788,Male,18,Mathematics,99.63,10,66.92,99.41,94.18,63.42,48.32,69.34,88.25,D,2,No,Yes,No,No,Not Placed
2789,Female,23,CS,83.97,30,91.78,65.31,87.65,92.06,18.85,58.99,64.8,F,2,Yes,Yes,No,Yes,Placed
2790,Female,19,Business,96.83,25,92.17,45.82,68.93,90.4,70.39,54.59,55.99,B,3,Yes,Yes,No,Yes,Not Placed
2791,Female,22,CS,91.35,28,68.24,47.23,82.01,78.96,8.04,75.83,50.08,C,2,Yes,Yes,No,No,Not Placed
2792,Male,24,Engineering,92.22,19,98.38,75.03,55.6,82.33,95.33,57.51,94.54,D,1,Yes,Yes,No,Yes,Placed
2793,Male,21,Business,78.46,31,44.54,98.74,85.13,52.02,19.54,78.33,65.61,B,2,Yes,Yes,No,Yes,Placed
2794,Male,22,Engineering,69.12,36,40.2,74.32,91.14,68.36,66.07,86.37,91.94,D,2,No,Yes,No,Yes,Not Placed
2795,Female,21,Business,96.73,16,62.84,96.94,91.09,63.17,91.7,76.75,49.57,C,0,No,Yes,No,Yes,Not Placed
2796,Female,21,CS,71.61,9,76.07,66.65,64.21,57.5,24.79,95.18,86.02,A,0,No,No,Yes,Yes,Placed
2797,Male,22,Mathematics,76.94,11,77.75,66.15,63.19,69.48,93.43,57.78,46.6,D,1,Yes,No,Yes,Yes,Placed
2798,Female,24,CS,72.31,26,68.59,70.0,76.07,67.75,38.87,74.7,41.05,B,2,Yes,No,No,No,Placed
2799,Male,22,CS,78.24,31,47.49,81.85,98.39,86.44,96.05,58.16,99.7,F,0,Yes,Yes,Yes,No,Not Placed
2800,Male,19,CS,73.53,19,50.23,62.06,96.03,79.9,97.14,93.8,44.41,F,1,Yes,Yes,No,Yes,Placed
2801,Female,23,Business,52.4,43,91.13,91.83,67.98,95.66,18.81,96.61,67.69,C,2,Yes,Yes,No,Yes,Placed
2802,Female,23,Mathematics,94.1,39,92.07,41.76,88.99,57.27,83.11,70.0,92.7,A,1,No,Yes,Yes,Yes,Not Placed
2803,Female,22,Engineering,72.22,30,80.43,66.39,96.07,52.99,19.34,65.29,89.16,D,2,No,No,Yes,Yes,Placed
2804,Female,19,CS,79.45,27,79.85,70.66,63.05,76.73,22.64,63.97,68.27,D,3,Yes,Yes,Yes,No,Not Placed
2805,Male,23,Business,56.96,17,75.86,76.42,91.51,50.05,8.41,92.99,76.65,A,0,Yes,Yes,Yes,No,Not Placed
2806,Male,19,Engineering,50.17,30,52.18,56.56,63.39,89.39,15.65,84.12,77.78,C,3,Yes,No,No,Yes,Placed
2807,Male,19,CS,62.26,7,65.7,65.65,67.16,75.3,63.22,94.03,46.59,C,2,Yes,No,Yes,Yes,Not Placed
2808,Male,21,Engineering,85.23,33,81.75,69.07,59.94,74.4,44.93,55.88,57.09,B,3,Yes,Yes,Yes,No,Placed
2809,Male,23,CS,54.96,6,72.24,81.21,75.35,68.12,79.09,73.8,58.06,B,3,Yes,Yes,Yes,No,Placed
2810,Female,23,Engineering,95.44,32,41.11,86.41,92.17,68.75,33.2,83.81,62.69,B,0,No,No,No,Yes,Not Placed
2811,Male,21,Engineering,60.75,27,97.21,84.27,76.4,71.56,96.86,94.85,56.44,C,3,No,No,Yes,No,Placed
2812,Male,22,Mathematics,60.23,40,90.69,60.49,56.17,50.8,4.99,69.1,55.09,D,2,No,No,Yes,Yes,Placed
2813,Male,21,Mathematics,59.08,10,55.63,99.97,62.59,54.18,6.29,65.65,61.29,F,2,No,No,No,Yes,Placed
2814,Female,23,CS,50.7,15,76.99,90.92,78.14,75.25,70.14,95.65,62.75,C,3,No,Yes,No,Yes,Placed
2815,Female,23,Business,88.59,42,95.39,55.6,79.16,57.51,88.75,52.38,69.23,A,0,Yes,Yes,No,Yes,Placed
2816,Female,24,Mathematics,93.75,38,45.76,51.71,78.85,88.94,79.55,73.98,50.41,F,0,No,Yes,No,Yes,Placed
2817,Female,22,Engineering,80.71,21,70.18,58.84,53.85,63.72,48.98,72.93,87.3,C,3,Yes,No,Yes,No,Not Placed
2818,Male,21,Mathematics,59.41,7,67.37,67.14,87.68,54.89,26.96,57.3,91.64,C,0,No,Yes,Yes,No,Placed
2819,Male,18,Mathematics,64.26,38,64.61,91.05,95.47,61.76,1.35,69.75,54.89,B,3,No,Yes,Yes,No,Placed
2820,Female,18,CS,73.8,26,90.14,86.7,75.53,67.85,50.95,86.13,47.4,D,3,No,No,Yes,No,Not Placed
2821,Female,22,Mathematics,97.72,33,62.84,91.07,85.94,51.77,47.56,68.34,83.34,D,1,Yes,Yes,No,No,Placed
2822,Male,21,Mathematics,62.37,33,43.82,56.32,95.7,57.08,34.42,65.48,95.45,F,3,Yes,No,Yes,No,Placed
2823,Male,21,Engineering,86.58,9,43.95,75.61,82.13,66.19,57.81,89.09,42.11,C,0,No,No,Yes,Yes,Not Placed
2824,Female,19,Mathematics,71.97,14,42.56,56.99,83.72,65.52,72.88,99.44,40.87,B,2,No,Yes,No,No,Not Placed
2825,Female,23,Engineering,64.89,14,64.55,46.54,86.07,90.02,70.09,88.97,51.01,A,3,No,Yes,No,Yes,Placed
2826,Female,20,Mathematics,72.8,13,83.1,81.05,63.03,92.16,26.33,92.32,81.09,C,1,No,Yes,No,Yes,Not Placed
2827,Female,24,Mathematics,53.56,25,52.22,48.58,79.13,59.67,58.53,96.98,97.89,B,1,Yes,No,Yes,No,Placed
2828,Male,22,Business,89.93,17,78.79,80.06,92.11,56.2,14.88,90.09,85.02,A,1,Yes,No,No,No,Placed
2829,Male,20,Mathematics,62.17,14,81.23,78.88,64.81,81.71,12.16,99.02,74.38,A,1,Yes,No,Yes,Yes,Not Placed
2830,Male,20,Engineering,86.27,42,55.31,88.61,94.86,90.23,78.59,87.36,82.03,F,0,No,Yes,No,No,Not Placed
2831,Female,22,Engineering,53.42,15,76.03,48.37,81.02,98.19,69.37,83.08,53.84,D,2,No,No,No,Yes,Not Placed
2832,Female,21,CS,97.75,8,81.09,87.01,71.16,50.34,76.79,84.67,81.31,D,3,Yes,No,No,Yes,Not Placed
2833,Male,22,CS,59.65,35,68.0,99.96,81.16,70.68,15.25,95.0,59.29,F,3,No,No,Yes,Yes,Placed
2834,Male,20,Business,94.14,38,60.2,91.06,70.09,86.7,91.46,84.15,53.35,C,2,Yes,Yes,No,Yes,Not Placed
2835,Male,23,Engineering,90.47,39,77.15,85.11,91.9,91.43,13.31,88.06,54.19,B,3,Yes,No,No,No,Not Placed
2836,Male,24,Engineering,98.39,43,98.67,79.73,74.12,53.11,87.0,60.8,80.07,D,3,Yes,No,Yes,Yes,Not Placed
2837,Female,24,Engineering,73.89,43,65.61,65.31,95.06,84.03,35.24,95.63,86.03,F,1,Yes,No,Yes,Yes,Placed
2838,Male,23,Business,86.37,37,63.5,83.83,75.49,64.45,10.54,72.36,74.91,D,1,No,Yes,No,Yes,Placed
2839,Male,23,Engineering,68.54,12,67.86,83.45,83.02,53.73,28.68,58.05,43.83,D,0,Yes,Yes,Yes,Yes,Not Placed
2840,Male,21,CS,59.22,36,44.57,77.89,99.89,74.46,18.14,89.99,42.28,D,2,Yes,Yes,Yes,No,Placed
2841,Male,18,Business,72.15,37,73.19,87.78,57.35,57.91,49.07,67.82,53.03,C,0,No,No,Yes,Yes,Placed
2842,Male,22,CS,58.29,12,59.72,66.93,86.84,86.85,94.97,59.21,57.19,F,3,No,Yes,Yes,Yes,Not Placed
2843,Male,24,CS,99.1,18,47.29,47.28,56.94,87.06,32.79,62.81,64.29,D,1,Yes,Yes,No,Yes,Placed
2844,Male,23,Business,54.81,38,67.98,73.54,91.94,92.1,61.21,51.75,44.56,D,1,Yes,Yes,Yes,Yes,Placed
2845,Female,22,Mathematics,79.46,12,40.2,55.9,79.82,68.88,89.17,54.53,83.51,F,1,No,No,Yes,Yes,Placed
2846,Female,24,Mathematics,81.32,11,64.11,63.07,96.91,50.67,63.01,79.63,82.69,A,2,No,Yes,No,Yes,Placed
2847,Female,23,CS,76.9,17,46.34,41.04,93.3,62.99,36.22,93.31,60.8,C,3,No,Yes,No,No,Placed
2848,Female,24,Mathematics,83.11,25,41.46,62.97,53.74,73.39,99.08,72.43,73.78,C,2,No,No,No,No,Placed
2849,Male,21,Engineering,55.81,36,89.47,88.53,56.87,84.7,18.74,81.3,46.05,B,1,Yes,No,Yes,No,Placed
2850,Female,18,Business,77.75,15,94.97,72.56,80.06,69.1,52.33,90.49,64.91,B,2,No,Yes,No,Yes,Placed
2851,Female,18,CS,64.36,18,52.46,40.59,75.92,76.8,79.67,67.84,91.45,A,1,No,No,Yes,No,Placed
2852,Male,23,Engineering,97.01,15,72.36,68.19,58.43,76.21,0.06,82.72,79.64,B,2,Yes,No,No,No,Placed
2853,Male,24,Mathematics,88.1,6,56.68,57.49,56.47,58.25,70.2,67.52,46.24,D,2,No,No,Yes,No,Placed
2854,Female,21,Engineering,98.63,38,69.61,68.65,78.2,81.15,26.65,82.14,90.85,D,1,Yes,No,Yes,No,Placed
2855,Female,19,Mathematics,51.88,21,66.2,64.28,52.45,71.96,16.97,60.88,80.84,B,3,No,Yes,Yes,No,Not Placed
2856,Male,22,CS,64.26,18,56.14,95.92,93.69,90.4,27.42,98.89,67.18,C,3,No,No,No,No,Not Placed
2857,Female,22,Engineering,59.77,29,82.02,42.47,90.35,84.53,96.68,53.81,81.53,A,2,Yes,Yes,No,Yes,Placed
2858,Male,20,Business,50.56,31,47.59,81.02,89.27,55.57,89.19,75.26,50.37,D,1,Yes,Yes,No,Yes,Not Placed
2859,Male,21,CS,62.12,12,43.18,91.06,50.8,74.44,21.38,64.31,73.03,A,0,Yes,No,Yes,No,Placed
2860,Male,24,Engineering,83.94,21,86.06,97.55,52.38,85.12,11.7,80.04,77.08,B,2,Yes,Yes,No,Yes,Not Placed
2861,Male,20,Engineering,61.55,9,79.96,50.66,77.49,54.35,36.42,71.42,95.66,F,0,No,No,Yes,No,Placed
2862,Female,23,Mathematics,75.45,16,69.91,71.88,99.72,89.62,59.23,65.33,44.01,A,1,Yes,Yes,Yes,No,Placed
2863,Male,24,CS,94.39,42,68.07,42.62,67.12,61.1,86.71,62.5,62.49,A,3,Yes,No,Yes,Yes,Not Placed
2864,Male,20,CS,84.69,22,69.84,69.95,67.22,75.15,96.61,59.12,96.21,B,3,Yes,No,No,No,Not Placed
2865,Female,18,CS,69.73,30,66.22,47.53,56.71,97.03,75.12,89.14,53.03,B,1,No,Yes,Yes,No,Placed
2866,Male,22,CS,68.62,35,63.57,90.27,83.72,78.57,59.9,61.11,88.79,D,2,Yes,No,No,Yes,Not Placed
